Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_placeOrder,Chrome 130.0.0.0,,,05-11-2024 10:55:12,05-11-2024 10:55:18,5.244s,FAILED
,,,,,,,
Test Cases/UserAuth/TC_doLogin_success,Chrome 130.0.0.0,,,05-11-2024 10:55:15,05-11-2024 10:55:18,2.678s,FAILED
"runFeatureFile(""Include/features/auth/SuccessfulLogin.feature"")",Chrome 130.0.0.0,,,05-11-2024 10:55:15,05-11-2024 10:55:18,2.585s,FAILED
